Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Approximate Volume Released,Substance,Release Type,Significant,Marker,Year
INC2014-025,Fire,02/10/2014,Hardisty,Alberta,Enbridge Pipelines Inc.,Closed,52.635343,-111.267485,Not Applicable,Not Applicable,Not Applicable,No,small_yellow,2014
INC2014-031,Release of Substance,02/16/2014,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.547403,-113.355714,5,Crude Oil - Sweet,Liquid,No,small_blue,2014
INC2014-032,Adverse Environmental Effects,02/16/2014,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,56.144104,-120.663933,Not Applicable,Not Applicable,Not Applicable,Yes,small_purple,2014
INC2014-033,Release of Substance,02/18/2014,Rocky Mountain House,Alberta,NOVA Gas Transmission Ltd.,Submitted,52.46036,-114.98754,Not Provided,Natural Gas - Sweet,Gas,Yes,small_green,2014
INC2014-038,Fire,02/25/2014,Saint-Eustache,Quebec,Enbridge Pipelines Inc.,Closed,45.55837,-73.89573,Not Applicable,Not Applicable,Not Applicable,No,small_yellow,2014
INC2014-040,Adverse Environmental Effects,03/13/2014,Maple,Ontario,TransCanada PipeLines Limited,Closed,43.8734742,-79.579834,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2014
INC2014-041,Fire,03/13/2014,Edenwold,Alberta,Enbridge Pipelines Inc.,Closed,53.547403,-113.355714,Not Applicable,Not Applicable,Not Applicable,No,small_yellow,2014
INC2014-042,Release of Substance,03/13/2014,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.25073225,-66.0979223,500,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-043,Release of Substance,03/14/2014,Hardisty,Alberta,Enbridge Pipelines Inc.,Closed,52.635343,-111.267485,0.001,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-044,Release of Substance,03/17/2014,Midale,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.450607,-103.338728,1.75,Crude Oil - Sweet,Liquid,No,small_blue,2014
INC2014-045,Release of Substance,03/23/2014,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.65351,-122.68466,6.3,Mixed HVP Hydrocarbons,Gas,No,small_green,2014
INC2014-047,Release of Substance,03/25/2014,Wainwright,Alberta,Kinder Morgan Cochin ULC,Closed,52.922575,-110.96759,Not Provided,Mixed HVP Hydrocarbons,Gas,No,small_green,2014
INC2014-048,Release of Substance,03/27/2014,Bassano,Alberta,NOVA Gas Transmission Ltd.,Submitted,50.78931,-112.46998,0.01,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-050,Release of Substance,04/01/2014,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.542908,-113.36445,2.5,Crude Oil - Sour,Liquid,No,small_blue,2014
INC2014-052,Release of Substance,04/07/2014,Elbow,Saskatchewan,Kinder Morgan Cochin ULC,Closed,51.17738,-106.588176,Not Provided,Propane,Gas,No,small_green,2014
INC2014-053,Fire,04/09/2014,Hardisty,Alberta,Enbridge Pipelines Inc.,Submitted,52.641345,-111.270617,Not Applicable,Not Applicable,Not Applicable,No,small_yellow,2014
INC2014-055,Release of Substance,04/10/2014,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.273315,-66.063308,1,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-058,Release of Substance,04/13/2014,Savona,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,50.749343,-120.857245,Not Provided,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-059,Release of Substance,04/18/2014,Edmonton,Alberta,Enbridge Pipelines Inc.,Submitted,53.547403,-113.355714,15,Crude Oil - Sweet,Liquid,No,small_blue,2014
INC2014-060,Release of Substance,04/19/2014,Sunnybrae,Nova Scotia,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.375146,-62.452544,56,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-061,Release of Substance,04/24/2014,Mattice,Ontario,TransCanada PipeLines Limited,Submitted,49.586667,-83.159167,Not Provided,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-062,Release of Substance,04/28/2014,Conklin,Alberta,NOVA Gas Transmission Ltd.,Submitted,55.569186,-110.720302,Not Provided,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-065,Release of Substance,05/01/2014,Penhold,Alberta,NOVA Gas Transmission Ltd.,Submitted,52.173034,-113.83314,Not Provided,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-067,Release of Substance,05/02/2014,Irma,Alberta,Alliance Pipeline Ltd.,Closed,53.031216,-111.221509,Not Provided,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-068,Release of Substance,05/06/2014,Dartmouth,Nova Scotia,Maritimes & Northeast Pipeline Management Ltd.,Closed,44.665206,-63.567743,30,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-074,Release of Substance,05/26/2014,Vegreville,Alberta,NOVA Gas Transmission Ltd.,Submitted,53.52332,-112.07245,Not Provided,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-076,Release of Substance,05/28/2014,Not specified,Manitoba,TransCanada PipeLines Limited,Submitted,49.911934,-98.517574,Not Provided,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-078,Release of Substance,06/02/2014,Morinville,Alberta,Alliance Pipeline Ltd.,Submitted,53.818798,-113.584867,Not Provided,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-079,Fire,06/02/2014,Saint-Andr?-Est,Quebec,Enbridge Pipelines Inc.,Closed,45.562805,-74.336053,Not Applicable,Not Applicable,Not Applicable,No,small_yellow,2014
INC2014-080,Operation Beyond Design Limits,06/02/2014,Oakville,Ontario,Trans-Northern Pipelines Inc.,Submitted,43.394192,-79.737318,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2014
INC2014-081,Release of Substance,06/03/2014,Killam,Alberta,NOVA Gas Transmission Ltd.,Submitted,52.92871,-111.88764,Not Provided,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-082,Release of Substance,06/05/2014,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.868264,-109.036068,0.0001,Natural Gas Liquids,Gas,No,small_green,2014
INC2014-083,Fire,06/10/2014,Dawson Creek,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.814038,-120.869412,Not Applicable,Not Applicable,Not Applicable,No,small_yellow,2014
INC2014-084,Release of Substance,06/11/2014,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Submitted,55.24345,-119.69047,Not Provided,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-087,Fire,06/13/2014,Prophet River,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,58.09092,-122.70921,Not Applicable,Not Applicable,Not Applicable,No,small_yellow,2014
INC2014-089,Release of Substance,06/18/2014,Geraldton,Ontario,TransCanada PipeLines Limited,Submitted,49.80158,-86.7605,Not Provided,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-090,Fire,06/20/2014,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.868264,-109.036068,Not Applicable,Not Applicable,Not Applicable,No,small_yellow,2014
INC2014-091,Release of Substance,06/21/2014,Geraldton,Ontario,TransCanada PipeLines Limited,Submitted,49.80132,-86.7603,Not Provided,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-095,Release of Substance,07/03/2014,Arnprior,Ontario,TransCanada PipeLines Limited,Submitted,45.30533,-76.20745,Not Provided,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-096,Release of Substance,07/06/2014,Crossfield,Alberta,NOVA Gas Transmission Ltd.,Submitted,51.43112,-114.02611,Not Provided,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-097,Fire,07/18/2014,Not specified,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,55.93969,-120.16184,Not Applicable,Not Applicable,Not Applicable,No,small_yellow,2014
INC2014-101,Release of Substance,08/01/2014,Maple,Ontario,TransCanada PipeLines Limited,Submitted,43.873742,-79.579834,Not Provided,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-105,Fire,08/11/2014,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.547403,-113.355714,Not Applicable,Not Applicable,Not Applicable,No,small_yellow,2014
INC2014-106,Release of Substance,08/13/2014,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.547403,-113.355714,0.0001,Natural Gas Liquids,Gas,No,small_green,2014
INC2014-112,Fire,09/08/2014,"Manning, Alberta",Alberta,NOVA Gas Transmission Ltd.,Submitted,57.191516,-118.194326,Not Applicable,Not Applicable,Not Applicable,No,small_yellow,2014
INC2014-121,Release of Substance,09/22/2014,Flume Ridge,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.461,-66.99757,0.3,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-123,Operation Beyond Design Limits,09/29/2014,Not specified,Ontario,Trans-Northern Pipelines Inc.,Submitted,43.69319,-79.60875,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2014
INC2014-126,Serious Injury (NEB or TSB),10/02/2014,Camrose,Alberta,Enbridge Pipelines Inc.,Closed,53.00696,-112.82689,Not Applicable,Not Applicable,Not Applicable,Yes,small_red,2014
INC2014-128,Fire,10/16/2014,Fort Simpson,Northwest Territories,Enbridge Pipelines (NW) Inc.,Submitted,61.86168,-121.34796,Not Applicable,Not Applicable,Not Applicable,No,small_yellow,2014
INC2014-129,Serious Injury (NEB or TSB),10/17/2014,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.54267,-113.35517,Not Applicable,Not Applicable,Not Applicable,Yes,small_red,2014
INC2014-131,Operation Beyond Design Limits,10/22/2014,Fox Creek,Alberta,Alliance Pipeline Ltd.,Submitted,54.41803,-117.14534,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2014
INC2014-132,Release of Substance,10/23/2014,Irma,Alberta,Alliance Pipeline Ltd.,Submitted,53.03122,-111.2215,0.01,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-134,Release of Substance,11/04/2014,Deux Rivieres,Ontario,TransCanada PipeLines Limited,Submitted,46.23981,-78.13258,0.01,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-136,Release of Substance,11/10/2014,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.27322,-66.06481,0.01,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-137,Release of Substance,11/12/2014,Bentley,Alberta,NOVA Gas Transmission Ltd.,Closed,52.46696,-114.2987,0.001,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-141,Operation Beyond Design Limits,11/18/2014,Camrose,Alberta,TransCanada PipeLines Limited,Submitted,53.10886,-112.98299,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2014
INC2014-148,Release of Substance,12/04/2014,Kenora,Ontario,TransCanada PipeLines Limited,Closed,49.79171,-94.49432,0.01,Natural Gas - Sweet,Gas,No,small_green,2014
INC2014-150,Fire,12/05/2014,Lloydminster,Alberta,Cochin Pipe Lines Ltd.,Submitted,52.405926,-110.026224,Not Applicable,Not Applicable,Not Applicable,No,small_yellow,2014
INC2014-155,Release of Substance,12/23/2014,Kenora,Ontario,TransCanada PipeLines Limited,Submitted,49.79171,-94.49432,0.01,Natural Gas - Sweet,Gas,No,small_green,2014
INC2012-176,Operation Beyond Design Limits,01/06/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-177,Operation Beyond Design Limits,01/06/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-178,Operation Beyond Design Limits,01/20/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-179,Operation Beyond Design Limits,01/20/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-180,Operation Beyond Design Limits,01/27/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-181,Operation Beyond Design Limits,02/20/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-200,Operation Beyond Design Limits,12/11/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-201,Operation Beyond Design Limits,12/21/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-202,Operation Beyond Design Limits,12/28/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-194,Operation Beyond Design Limits,09/22/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-195,Operation Beyond Design Limits,10/07/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-196,Operation Beyond Design Limits,10/08/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-197,Operation Beyond Design Limits,11/18/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-198,Operation Beyond Design Limits,11/21/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-199,Operation Beyond Design Limits,11/22/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-188,Operation Beyond Design Limits,07/11/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-189,Operation Beyond Design Limits,07/17/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-190,Operation Beyond Design Limits,07/19/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-191,Operation Beyond Design Limits,08/24/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-192,Operation Beyond Design Limits,09/10/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-193,Operation Beyond Design Limits,09/15/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-182,Operation Beyond Design Limits,02/22/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-183,Operation Beyond Design Limits,03/05/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-184,Operation Beyond Design Limits,03/29/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-185,Operation Beyond Design Limits,05/05/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-186,Operation Beyond Design Limits,06/20/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2012-187,Operation Beyond Design Limits,07/10/2011,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.5467,-113.35465,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2012
INC2013-202,Operation Beyond Design Limits,03/20/2013,Montreal,Quebec,Trans-Northern Pipelines Inc.,Closed,45.625321,-73.537743,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-203,Operation Beyond Design Limits,09/04/2012,Montreal,Quebec,Trans-Northern Pipelines Inc.,Closed,45.625321,-73.537743,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-177,Operation Beyond Design Limits,08/22/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-178,Operation Beyond Design Limits,07/14/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-179,Operation Beyond Design Limits,04/12/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-180,Operation Beyond Design Limits,03/28/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-181,Operation Beyond Design Limits,02/23/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-182,Operation Beyond Design Limits,02/19/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-201,Operation Beyond Design Limits,09/17/2011,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-195,Operation Beyond Design Limits,08/22/2012,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-196,Operation Beyond Design Limits,06/15/2012,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-197,Operation Beyond Design Limits,05/08/2012,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-198,Operation Beyond Design Limits,04/26/2012,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-199,Operation Beyond Design Limits,02/10/2012,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-200,Operation Beyond Design Limits,11/19/2011,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-189,Operation Beyond Design Limits,12/17/2012,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-190,Operation Beyond Design Limits,11/12/2012,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-191,Operation Beyond Design Limits,11/03/2012,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-192,Operation Beyond Design Limits,10/10/2012,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-193,Operation Beyond Design Limits,10/07/2012,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-194,Operation Beyond Design Limits,09/27/2012,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-183,Operation Beyond Design Limits,02/15/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-184,Operation Beyond Design Limits,01/19/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-185,Operation Beyond Design Limits,01/09/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-186,Operation Beyond Design Limits,01/04/2013,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-187,Operation Beyond Design Limits,12/31/2012,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2013-188,Operation Beyond Design Limits,12/22/2012,Cromer,Saskatchewan,Enbridge Pipelines Inc.,Submitted,49.753998,-101.238688,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2013
INC2015-001,Release of Substance,01/09/2015,St.George,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Submitted,45.2022834,-66.6866022,1,Natural Gas - Sweet,Gas,No,small_green,2015
INC2015-002,Operation Beyond Design Limits,01/09/2015,Bowmanville,Ontario,Trans-Northern Pipelines Inc.,Initially Submitted,43.94536,-78.661769,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2015
INC2015-006,Fire,01/16/2015,Edmonton,Alberta,Enbridge Pipelines Inc.,Submitted,53.5421,-113.3584,Not Applicable,Not Applicable,Not Applicable,No,small_yellow,2015
INC2015-010,Release of Substance,01/26/2015,Mattice,Ontario,TransCanada PipeLines Limited,Initially Submitted,49.58574,-83.16674,1,Natural Gas - Sweet,Gas,No,small_green,2015
INC2015-016,Release of Substance,02/08/2015,Boyle,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,54.534,-112.668,0.1,Natural Gas - Sweet,Gas,Yes,small_green,2015
INC2015-021,Release of Substance,02/28/2015,Grand Prairie,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,55.0045,-119.472,0.1,Natural Gas - Sweet,Gas,No,small_green,2015
INC2015-024,"Serious Injury (NEB or TSB), Fire, Release of Substance",03/04/2015,Hardisty,Alberta,Enbridge Pipelines Inc.,Initially Submitted,52.49245275,-110.8520296,Not Provided,Not Provided,Not Applicable,Yes,small_yellow,2015
INC2015-025,Fire,03/06/2015,Regina,Saskatchewan,Enbridge Pipelines Inc.,Initially Submitted,50.4837281,-104.59147,Not Applicable,Not Applicable,Not Applicable,No,small_yellow,2015
INC2015-028,Release of Substance,03/13/2015,Hardisty,Alberta,TransCanada Keystone Pipeline GP Ltd.,Initially Submitted,52.65396,-111.26847,1.5,Crude Oil - Sweet,Liquid,No,small_blue,2015
INC2015-030,Adverse Environmental Effects,03/20/2015,edmundston,New Brunswick,Twin Rivers Paper Company Inc.,Submitted,47.361505,-68.32824,Not Applicable,Not Applicable,Not Applicable,No,small_purple,2015
