Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Approximate Volume Released (m³),Substance,Release Type,Significant,Year,Occurrence Date,Discovered Date,Detailed immediate cause,Immediate cause category,Detailed basic cause,Basic cause category,Duration of interruption of pipeline operations,Pipeline or Facility Type,Activity being performed at time of incident,How the incident was discovered,Closed Date,Pipeline or facility equipment involved,Rupture,Incident type,Released substance type,Released volume (m3),Pipe body release,Residual effects on the environment,Source of Explosion,Source of Fire,Activity at time of fatality,Number of fatalities,Type of Injury,Number of individuals injured,Workdays lost,Work restricted by injury,Conditions that resulted in the operation beyond  limits,Conditions that resulted in adverse effects on the environment,Number of people evacuated,Regulation,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Substance carried,Facility Name,Facility Type,Facility latitude,Facility longitude,Country,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Land Use,Population Density,Kilometre post,Emergency Level,Investigation Type,Was NEB Staff Deployed,Related NEB event number,Equipment or component involved,Design standard,Nominal pipe size,Material,Material grade,Schedule,Design wall thickness (mm),Custom design wall thickness (mm),Actual wall thickness (mm),Licensed maximum operating pressure (kPa),Restricted operating pressure (kPa),Actual operating pressure at time of failure (kPa),Designed depth of cover (m),Actual depth of cover (m),Year of manufacture,Year of installation,Year when put into service,Most recent cathodic protection reading at incident site (mV vs. Cu/CuSO4),Weld type ,Seam type,Seam joining method,Seam clock position,Coating location,Coating type,Coating condition,Application method,Year when the coating was applied,Insulation installed,Repair type,Repair date,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program
INC2008-055,Adverse Environmental Effects,5/31/2008,Fort St. John,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.47564,-120.37265,Not Applicable,Not Applicable,Not Applicable,No,2008,2008/05/31 01:15:00 PM Mountain,2008/05/31 01:15:00 PM Mountain,"Damage or deterioration mechanism,Equipment,Valve Seals or Packing",Equipment Failure,"Job or system factors,Excessive wear and tear,Inadequate inspection and/or monitoring",Maintenance,NULL,NULL,NULL,3rd Party / Other Company,00:00.0,No,No,Adverse Environmental Effects,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Release of Toxic Substance,0,OPR,N/A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,Yes,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units per km,Kilometer Post,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2008-056,Release of Substance,6/5/2008,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.5431,-113.35401,8,Crude Oil - Sweet,Liquid,No,2008,2008/06/05 07:20:00 PM Mountain,2008/06/05 07:20:00 PM Mountain,"Damage or deterioration mechanism,Equipment,Valve Seals or Packing",Equipment Failure,"Job or system factors,Excessive wear and tear,Improper extension of service life",Maintenance,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Release of Substance,Crude Oil - Sweet,8,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,EPI - Edmonton Terminal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units per km,Mile Post 0,Level I,Category A,No,NULL,"Storage,Tank,Aboveground",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Removal,6/5/2008,No,NULL,NULL,No,No,6/5/2008,Repair,No
INC2008-057,Release of Substance,6/6/2008,Maple,Ontario,TransCanada PipeLines Limited,Closed,43.87378,-79.57985,270,Natural Gas - Sweet,Gas,No,2008,2008/06/06 11:23:00 AM Eastern,2008/06/06 11:23:00 AM Eastern,"Damage or deterioration mechanism,Cracking,Corrosion Fatigue",Cracking ,"Job or system factors,Inadequate work standards,Inadequate development of standards,Procedures or practices or rules",Standards and Procedures,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,No,No,Release of Substance,Natural Gas - Sweet,270,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,TCPL - Station 130 (Maple Compressor Station),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units per km,Kilometer Post,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2008-058,Adverse Environmental Effects,6/9/2008,Not specified,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.21594,-66.71029,Not Applicable,Not Applicable,Not Applicable,No,2008,2008/06/09 03:20:00 PM Atlantic,2008/06/09 03:20:00 PM Atlantic,"Damage or deterioration mechanism,Equipment,Valve Seals or Packing",Equipment Failure,"Job or system factors,Excessive wear and tear,Inadequate inspection and/or monitoring",Maintenance,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Adverse Environmental Effects,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,No,Yes,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Kilometer Post 141+765,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2008-060,Release of Substance,6/12/2008,Portage La Prairie,Manitoba,TransCanada PipeLines Limited,Closed,49.91204,-98.51757,Not Provided,Natural Gas - Sweet,Gas,No,2008,2008/06/12 12:00:00 AM Mountain,2008/06/12 05:20:00 AM Central,"Damage or deterioration mechanism,Equipment,Valve Seals or Packing",Equipment Failure,"Job or system factors,Excessive wear and tear,Inadequate maintenance",Maintenance,NULL,NULL,NULL,Public,47:38.4,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Category A,No,NULL,"Station/Facility,Compression,Valve,Pressure relief,Other (please explain)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Rebuilt,6/12/2008,No,NULL,NULL,No,No,6/12/2008,Repair,No
INC2008-062,Fire,6/24/2008,Moyie,British Columbia,TransCanada PipeLines Limited,Closed,49.28795,-115.83383,Not Applicable,Not Applicable,Not Applicable,No,2008,2008/06/23 08:06:00 PM Pacific,2008/06/23 08:06:00 PM Pacific,"Substandard Conditions,Fire and explosion hazards",Operating Conditions,"Job or system factors,Inadequate work standards,Inadequate maintenance of standards,Monitoring use of procedures or practices or rules",Standards and Procedures,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Fire,NULL,NULL,NULL,No,NULL,Equipment & Electrical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,"TCPL, BC - Station 2B (Moyie Compressor Station)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Category A,No,NULL,"Station/Facility,Compression,Compressor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Replacement,NULL,No,NULL,NULL,No,No,NULL,Replacement,No
INC2008-063,Fatality,6/25/2008,Herschel,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.63833,-108.35487,Not Applicable,Not Applicable,Not Applicable,Yes,2008,2008/06/24 04:30:00 PM Mountain,2008/06/24 04:30:00 PM Mountain,"Substandard Acts,Failure to secure;Substandard Acts,Failing to use PPE properly;Substandard Acts,Failure to follow procedure or policy or practice",Incorrect Operation,"Personal factors,Improper motivation,Improper attempt to save time or effort;Job or system factors,Inadequate leadership and/or supervision,Inadequate instructions, orientation and/or training;Job or system factors,Inadequate work standards,Inadequate maintenance of standards,Monitoring use of procedures or practices or rules","Individual Factors, Leadership and Communication, Standards and Procedures",NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,No,No,Fatality,NULL,NULL,NULL,No,NULL,NULL,Vehicle Accident,1,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,Hershel Sask,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,Yes,No,Yes,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level III,Category C,Yes,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2008-067,Release of Substance,7/6/2008,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54745,-113.35577,40,Crude Oil - Synthetic,Liquid,No,2008,2008/07/06 12:00:00 AM Mountain,2008/07/06 09:00:00 AM Mountain,"Substandard Acts,Failure to warn",Incorrect Operation,"Job or system factors,Excessive wear and tear,Improper loading or rate of use",Maintenance,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Release of Substance,Crude Oil - Synthetic,40,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,Edmonton Terminal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Category A,No,NULL,"Storage,Tank,Aboveground",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Removal,NULL,No,NULL,NULL,No,No,NULL,Repair,No
INC2008-070,Release of Substance,7/17/2008,Moosomin,Saskatchewan,TransCanada PipeLines Limited,Closed,50.20731,-101.48747,Not Provided,Natural Gas - Sweet,Gas,No,2008,2008/07/16 12:00:00 AM Mountain,2008/07/16 09:40:00 AM Mountain,"Damage or deterioration mechanism,Construction,Defective Pipe or Component Body",Material Defect,"Personal factors,Abuse or misuse,Improper conduct that is condoned,Intentional",Individual Factors,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,TCPL - Station 25 (Moosomin Compressor Station),NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Category A,No,NULL,"Station/Facility,Compression,Compressor",NULL,8-Mar,Carbon Steel,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Replacement,7/16/2008,No,NULL,NULL,No,No,7/16/2008,Replacement,No
INC2008-072,Release of Substance,7/18/2008,Alameda,Saskatchewan,Alliance Pipeline Ltd.,Closed,49.31834,-102.28983,800,Natural Gas - Sweet,Gas,No,2008,2008/07/09 12:00:00 AM Mountain,2008/07/09 03:30:00 PM Mountain,"Damage or deterioration mechanism,Equipment,Valve Seals or Packing",Equipment Failure,"Job or system factors,Inadequate maintenance,Inadequate preventive,Adjustment or assembly",Maintenance,NULL,NULL,NULL,Employee / Contractor (Other),42:33.0,Yes,No,Release of Substance,Natural Gas - Sweet,800,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,Alliance - Alameda Compressor Station,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Category A,No,NULL,"Station/Facility,Compression,Valve",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Rebuilt,7/9/2008,No,NULL,NULL,No,No,7/9/2008,Repair,No
INC2008-075,Release of Substance,7/23/2008,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.5416,-113.36454,2,Diesel Fuel,Liquid,No,2008,2008/07/23 08:30:00 AM Mountain,2008/07/23 08:30:00 AM Mountain,"Damage or deterioration mechanism,Other Causes,Control System Malfunction",Equipment Failure,"Job or system factors,Inadequate work standards,Inadequate maintenance of standards,Monitoring use of procedures or practices or rules",Standards and Procedures,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Release of Substance,Diesel Fuel,2,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,EPI - Edmonton Terminal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Category A,No,NULL,"Storage,Tank,Aboveground",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Replacement,8/12/2008,No,NULL,NULL,No,No,8/12/2008,Replacement,No
INC2008-078,Release of Substance,7/31/2008,Hearst,Ontario,TransCanada PipeLines Limited,Closed,49.79469,-85.85655,Not Provided,Natural Gas - Sweet,Gas,No,2008,2008/07/29 11:00:00 AM Mountain,2008/07/29 11:00:00 AM Mountain,"Damage or deterioration mechanism,Construction,Defective Other Joint",Material Defect,"Job or system factors,Inadequate maintenance,Inadequate preventive,Assessment of needs",Maintenance,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Mainline Valve + Offset (km) Station 84,Level I,Category A,No,NULL,"Station/Facility,Compression,Pipe",NULL,4-Jan,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Replacement,NULL,No,NULL,NULL,No,No,NULL,Replacement,No
INC2008-079,Release of Substance,8/8/2008,Herbert,Saskatchewan,Spectra Energy Empress Management Inc. as General Partner and Agent for Spectra Energy Empress L.P.,Closed,50.539202,-107.30766,0.5,Propane,Gas,No,2008,2008/07/12 12:00:00 AM Mountain,2008/07/12 12:00:00 AM Mountain,"Damage or deterioration mechanism,Equipment,Gasket/O-ring",Equipment Failure,"Job or system factors,Excessive wear and tear,Use for wrong purpose",Maintenance,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Release of Substance,Propane,0.5,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units per km,NULL,Level I,Category A,No,NULL,"Station/Facility,Pumping,Pump",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Replacement,7/13/2008,No,NULL,NULL,No,No,7/13/2008,Replacement,No
INC2008-080,Serious Injury (NEB or TSB),8/15/2008,Valemount,British Columbia,Trans Mountain Pipeline ULC,Closed,53.024796,-119.151198,Not Applicable,Not Applicable,Not Applicable,Yes,2008,2008/08/14 08:00:00 PM Mountain,2008/08/14 08:00:00 PM Mountain,"Substandard Acts,Using defective equipment;Substandard Acts,Improper placement;Substandard Acts,Using equipment improperly",Incorrect Operation,"Personal factors,Improper motivation,Improper attempt to save time or effort;Job or system factors,Inadequate tools and equipment,Inadequate standards or specifications;Job or system factors,Excessive wear and tear,Inadequate maintenance;Job or system factors,Inadequate maintenance,Inadequate preventive,Assessment of needs;Job or system factors,Inadequate work standards,Inadequate maintenance of standards,Monitoring use of procedures or practices or rules","Individual Factors, Maintenance, Standards and Procedures, Tools and Equipment",NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,No,No,Serious Injury (NEB or TSB),NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Fracture,1,NULL,No,NULL,NULL,0,OPR,TMX Anchor Loop,"762.00000000, 914.00000000",158.1950834,Crude Oil,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Kilometer Post 439,Level III,Category C,Yes,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2008-084,Fire,8/26/2008,Not specified,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.10223,-106.35299,Not Applicable,Not Applicable,Not Applicable,No,2008,2008/08/25 02:10:00 PM Central,2008/08/25 02:10:00 PM Central,"Substandard Conditions,Fire and explosion hazards",Operating Conditions,"Job or system factors,Excessive wear and tear,Inadequate inspection and/or monitoring",Maintenance,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Fire,NULL,NULL,NULL,No,NULL,Equipment & Electrical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,Line 3,"610.00000000, 914.00000000, 914.40000000, 864.00000000",2334.948756,Crude Oil,NULL,NULL,NULL,NULL,Canada,No,No,Yes,Yes,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units per km,Mile Post 252,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2008-085,Fire,9/4/2008,Not specified,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.44373,-107.37839,Not Applicable,Not Applicable,Not Applicable,No,2008,2008/09/04 11:43:00 AM Central,2008/09/04 11:43:00 AM Central,"Damage or deterioration mechanism,Other Causes,Control System Malfunction",Equipment Failure,"Job or system factors,Inadequate engineering,Inadequate monitoring of construction",Engineering and Planning,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,No,No,Fire,NULL,NULL,NULL,No,NULL,Equipment & Electrical,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,Line 4,"1219.00000000, 914.00000000, 864.00000000",1248.909872,Crude Oil,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2008-086,Release of Substance,8/28/2008,Vermilion Bay,Ontario,TransCanada PipeLines Limited,Closed,49.85542,-93.36393,Not Provided,Natural Gas - Sweet,Gas,No,2008,2008/08/28 11:30:00 AM Eastern,2008/08/28 11:30:00 AM Eastern,"Damage or deterioration mechanism,Cracking,Corrosion Fatigue",Cracking ,"Job or system factors,Inadequate work standards,Inadequate maintenance of standards,Monitoring use of procedures or practices or rules",Standards and Procedures,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units per km,Mainline Valve + Offset (km) MLV50 + 11.163,Level I,Category A,No,NULL,"Pipeline,Pipe,Body",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6 o'clock,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
INC2008-087,Release of Substance,9/5/2008,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14631,-120.6692,0.1,Butane,Gas,No,2008,2008/09/05 12:00:00 AM Mountain,2008/09/05 07:00:00 AM Pacific,"Damage or deterioration mechanism,External Interference,Company Contractor",External Interference,"Personal factors,Lack of knowledge,Lack of situational awareness",Individual Factors,NULL,NULL,NULL,NULL,00:00.0,Yes,No,Release of Substance,Butane,0.1,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,PPR,N/A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NULL,Level I,Category A,No,NULL,"Pipeline,Pipe,Body",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Replacement,NULL,No,NULL,NULL,No,No,NULL,Replacement,No
INC2008-091,Serious Injury (NEB or TSB),9/16/2008,Pennfield,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.1982,-66.6422,Not Applicable,Not Applicable,Not Applicable,Yes,2008,2008/09/15 12:00:00 AM Mountain,2008/09/15 12:00:00 AM Mountain,"Substandard Conditions,Defective tools, equipment or materials",Operating Conditions,"Job or system factors,Inadequate work standards,Inadequate maintenance of standards,Monitoring use of procedures or practices or rules",Standards and Procedures,NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,Yes,No,Serious Injury (NEB or TSB),NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Fracture,1,NULL,No,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Off the Right of Way,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Replacement,NULL,No,NULL,NULL,No,No,NULL,Replacement,No
INC2008-092,Serious Injury (NEB or TSB),9/16/2008,Valemount,British Columbia,Trans Mountain Pipeline Inc.,Closed,52.83128,-119.2645,Not Applicable,Not Applicable,Not Applicable,Yes,2008,2008/09/16 05:00:00 PM Pacific,2008/09/16 05:00:00 PM Pacific,"Substandard Conditions,Weather Related,Adverse weather;Substandard Acts,Failure to warn;Substandard Acts,Failure to secure;Substandard Acts,Improper placement;Substandard Acts,Improper position for task;Substandard Acts,Using equipment improperly","Incorrect Operation, Operating Conditions","Personal factors,Improper motivation,Improper attempt to save time or effort;Job or system factors,Inadequate leadership and/or supervision,Inadequate instructions, orientation and/or training;Job or system factors,Inadequate engineering,Inadequate standards, specifications and/or design criteria;Job or system factors,Inadequate tools and equipment,Inadequate standards or specifications","Engineering and Planning, Individual Factors, Leadership and Communication, Tools and Equipment",NULL,NULL,NULL,Employee / Contractor (Other),00:00.0,No,No,Serious Injury (NEB or TSB),NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,Fracture,1,NULL,No,NULL,NULL,0,OPR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Kilometer Post 458.1,Level I,Category A,No,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,No,NULL,NULL,No,No,NULL,NULL,No
