Case,Region,Variable_French,Type,Year,Value
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2020,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2021,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2022,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2023,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2024,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2025,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2026,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2027,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2028,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2029,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2030,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2031,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2032,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2033,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2034,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2035,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2036,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2037,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2038,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2039,2.1
Prix élevés,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2040,2.1
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2005,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2006,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2007,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2008,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2009,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2010,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2011,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2012,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2013,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2014,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2015,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2016,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2017,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2018,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2019,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2020,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2021,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2022,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2023,0
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2024,2
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2025,2
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2026,2
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2027,2
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2028,2
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2029,2
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2030,2
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2031,2
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2032,2
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2033,2
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2034,2
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2035,2
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2036,2
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2037,2
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2038,2
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2039,2
Prix élevés,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2040,2
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2005,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2006,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2007,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2008,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2009,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2010,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2011,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2012,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2013,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2014,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2015,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2016,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2017,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2018,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2019,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2020,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2021,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2022,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2023,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2024,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2025,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2026,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2027,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2028,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2029,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2030,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2031,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2032,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2033,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2034,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2035,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2036,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2037,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2038,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2039,0
Prix élevés,Nunavut,Biomasse / géothermique,Combustible Principal,2040,0
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2005,0
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2006,0
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2007,0
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2008,0
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2009,0
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2010,0
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2011,0
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2012,0
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2013,0
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2014,2
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2015,2
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2016,36
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2017,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2018,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2019,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2020,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2021,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2022,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2023,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2024,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2025,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2026,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2027,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2028,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2029,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2030,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2031,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2032,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2033,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2034,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2035,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2036,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2037,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2038,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2039,161
Prix élevés,Saskatchewan,Biomasse / géothermique,Combustible Principal,2040,161
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2005,0
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2006,0
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2007,0
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2008,0
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2009,0
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2010,0
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2011,0
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2012,0
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2013,0
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2014,0
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2015,0
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2016,0
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2017,0
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2018,0
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2019,1.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2020,2.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2021,2.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2022,2.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2023,4.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2024,4.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2025,5.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2026,5.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2027,5.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2028,5.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2029,5.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2030,6.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2031,6.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2032,6.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2033,6.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2034,6.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2035,6.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2036,6.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2037,6.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2038,6.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2039,6.5
Prix élevés,Yukon ,Biomasse / géothermique,Combustible Principal,2040,6.5
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2005,1708.2882
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2006,1714.8882
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2007,1714.8882
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2008,1638.8882
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2009,1707.9882
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2010,1772.9882
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2011,1802.4852
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2012,1857.5852
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2013,1886.4342
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2014,2341.5282
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2015,2318.2282
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2016,2526.6
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2017,2842.05
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2018,2868.55
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2019,2940.05
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2020,2941.05
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2021,2981.05
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2022,3011.05
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2023,3103.05
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2024,3105.05
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2025,3146.05
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2026,3176.05
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2027,3216.05
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2028,3266.05
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2029,3276.05
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2030,3287.05
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2031,3287.05
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2032,3287.05
Prix Bas,Canada,Biomasse / géothermique,Combustible Principal,2033,3337.05
