Sector,Case,Region,Variable_English,Year,Value,Sector2
Primary Demand,Reference,Canada,RPP,2036,4696.2687,Primary Demand
Primary Demand,Reference,Canada,RPP,2037,4689.1588,Primary Demand
Primary Demand,Reference,Canada,RPP,2038,4682.719,Primary Demand
Primary Demand,Reference,Canada,RPP,2039,4676.3859,Primary Demand
Primary Demand,Reference,Canada,RPP,2040,4673.1839,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2005,1291.8804,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2006,1293.817,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2007,1287.7355,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2008,1153.4653,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2009,970.0861,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2010,931.7171,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2011,907.3289,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2012,759.5171,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2013,764.9135,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2014,726.2819,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2015,690.1422,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2016,753.7857,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2017,712.6758,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2018,692.079,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2019,681.9526,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2020,627.609,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2021,570.4913,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2022,479.4287,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2023,410.9315,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2024,390.2889,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2025,379.4673,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2026,363.8432,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2027,355.4362,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2028,251.3664,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2029,248.3882,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2030,183.5027,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2031,184.8442,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2032,180.0294,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2033,177.1738,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2034,179.9311,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2035,177.3063,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2036,184.6041,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2037,163.8522,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2038,163.1628,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2039,162.9961,Primary Demand
Primary Demand,Reference,Canada,"Coal, Coke and Coke Oven Gas",2040,165.9395,Primary Demand
Primary Demand,Reference,Canada,Hydro,2005,1294.967,Primary Demand
Primary Demand,Reference,Canada,Hydro,2006,1261.6854,Primary Demand
Primary Demand,Reference,Canada,Hydro,2007,1314.4937,Primary Demand
Primary Demand,Reference,Canada,Hydro,2008,1354.7979,Primary Demand
Primary Demand,Reference,Canada,Hydro,2009,1313.4391,Primary Demand
Primary Demand,Reference,Canada,Hydro,2010,1254.3025,Primary Demand
Primary Demand,Reference,Canada,Hydro,2011,1340.8994,Primary Demand
Primary Demand,Reference,Canada,Hydro,2012,1354.6305,Primary Demand
Primary Demand,Reference,Canada,Hydro,2013,1394.5127,Primary Demand
Primary Demand,Reference,Canada,Hydro,2014,1363.0038,Primary Demand
Primary Demand,Reference,Canada,Hydro,2015,1362.6109,Primary Demand
Primary Demand,Reference,Canada,Hydro,2016,1374.3968,Primary Demand
Primary Demand,Reference,Canada,Hydro,2017,1379.7604,Primary Demand
Primary Demand,Reference,Canada,Hydro,2018,1388.2012,Primary Demand
Primary Demand,Reference,Canada,Hydro,2019,1377.4179,Primary Demand
Primary Demand,Reference,Canada,Hydro,2020,1406.8097,Primary Demand
Primary Demand,Reference,Canada,Hydro,2021,1421.2191,Primary Demand
Primary Demand,Reference,Canada,Hydro,2022,1427.8962,Primary Demand
Primary Demand,Reference,Canada,Hydro,2023,1431.4669,Primary Demand
Primary Demand,Reference,Canada,Hydro,2024,1430.3626,Primary Demand
Primary Demand,Reference,Canada,Hydro,2025,1445.4469,Primary Demand
Primary Demand,Reference,Canada,Hydro,2026,1448.5744,Primary Demand
Primary Demand,Reference,Canada,Hydro,2027,1460.9717,Primary Demand
Primary Demand,Reference,Canada,Hydro,2028,1475.2698,Primary Demand
Primary Demand,Reference,Canada,Hydro,2029,1498.0772,Primary Demand
Primary Demand,Reference,Canada,Hydro,2030,1504.2158,Primary Demand
Primary Demand,Reference,Canada,Hydro,2031,1517.5469,Primary Demand
Primary Demand,Reference,Canada,Hydro,2032,1519.0561,Primary Demand
Primary Demand,Reference,Canada,Hydro,2033,1523.5043,Primary Demand
Primary Demand,Reference,Canada,Hydro,2034,1519.3306,Primary Demand
Primary Demand,Reference,Canada,Hydro,2035,1521.4576,Primary Demand
Primary Demand,Reference,Canada,Hydro,2036,1521.5161,Primary Demand
Primary Demand,Reference,Canada,Hydro,2037,1524.8812,Primary Demand
Primary Demand,Reference,Canada,Hydro,2038,1526.3309,Primary Demand
Primary Demand,Reference,Canada,Hydro,2039,1528.1055,Primary Demand
Primary Demand,Reference,Canada,Hydro,2040,1528.1949,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2005,1032.8394,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2006,1032.6862,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2007,1029.5324,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2008,953.4801,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2009,940.9488,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2010,955.0905,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2011,1048.2562,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2012,1020.4327,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2013,1117.6043,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2014,1189.9423,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2015,1127.4022,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2016,1214.3043,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2017,1153.8209,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2018,1043.0499,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2019,1043.0499,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2020,986.1113,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2021,986.1114,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2022,822.3379,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2023,782.4563,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2024,877.3008,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2025,732.5246,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2026,831.5498,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2027,854.5573,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2028,947.8507,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2029,876.0303,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2030,970.7984,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2031,898.9604,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2032,992.9995,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2033,992.9995,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2034,1087.0389,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2035,1087.0389,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2036,1087.0389,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2037,1087.0389,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2038,1087.0389,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2039,1087.0389,Primary Demand
Primary Demand,Reference,Canada,Nuclear,2040,1087.0389,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2005,848.0405,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2006,815.573,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2007,828.2256,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2008,757.911,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2009,662.7638,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2010,851.6878,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2011,814.2611,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2012,820.3494,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2013,862.5051,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2014,877.1906,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2015,939.4474,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2016,899.8599,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2017,894.398,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2018,901.6203,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2019,914.1691,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2020,925.589,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2021,932.7664,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2022,940.6665,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2023,951.0553,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2024,958.5544,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2025,970.3332,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2026,980.4181,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2027,988.2747,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2028,1001.3505,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2029,1005.2809,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2030,1018.9378,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2031,1020.741,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2032,1023.2665,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2033,1028.2674,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2034,1029.9885,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2035,1030.0942,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2036,1028.7161,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2037,1030.6597,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2038,1032.5638,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2039,1035.5341,Primary Demand
Primary Demand,Reference,Canada,Other Renewables and Landfill Gas,2040,1036.668,Primary Demand
Electric Generation,Reference,British Columbia,Natural Gas,2005,15.271,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2006,15.271,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2007,15.271,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2008,25.3076,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2009,19.3474,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2010,24.8854,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2011,20.246,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2012,13.1137,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2013,18.2748,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2014,20.4952,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2015,16.6007,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2016,24.4097,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2017,13.3518,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2018,13.3121,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2019,13.2529,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2020,12.9799,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2021,13.0286,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2022,13.5456,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2023,13.1454,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2024,21.0728,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2025,20.9355,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2026,22.3115,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2027,24.7035,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2028,24.9729,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2029,24.9162,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2030,24.9359,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2031,27.7162,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2032,27.7198,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2033,27.7245,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2034,27.729,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2035,27.732,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2036,28.7769,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2037,28.7171,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2038,28.6475,Electric Generation
Electric Generation,Reference,British Columbia,Natural Gas,2039,28.5803,Electric Generation
